"","Row.names","Governorate","District","Place","Longitude","Latitude","total","Master.Families","IDPs.in.Camps.or.transit.camps","School.Building","Mosques.Holly.Shrines","Abandoned.public.buildings.under.construction","Collective.centres","Informal.settlements","Military.Camps","Unknown.or.other","ID","bio5_17","bio6_17","bio10_17","bio11_17","bio12_17","bio13_17","bio14_17","bio15_17","bio16_17","bio17_17","bio18_17","bio19_17","maxtemp","mintemp","meanwarm","meancold"
"409","1366","Salah al-Din","Al-Daur","Tal Al Banat - Mahalla 109",43.79937,34.453,240,40,0,48,42,54,0,0,0,0,1366,43.6,4.2,33.6,10.6,174,36,0,87,90,0,0,90,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"410","1367","Salah al-Din","Al-Daur","Hay Alsharqiah - Mahalla 112",43.789643,34.45419,210,35,0,36,12,48,0,0,0,0,1367,43.6,4.2,33.6,10.6,173,36,0,87,90,0,0,90,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"411","1368","Salah al-Din","Al-Daur","Hay Mohammad Aldorri - Mhalla 107",43.785326,34.456228,150,25,0,30,18,12,0,0,0,0,1368,43.6,4.2,33.6,10.6,173,36,0,87,90,0,0,90,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"412","1369","Salah al-Din","Al-Daur","Al-Door Complex Sector 1",43.79,34.46,0,0,0,0,0,0,0,0,0,0,1369,43.6,4.2,33.6,10.6,174,36,0,87,90,0,0,90,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"413","137","Basrah","Basrah","Al-badran",47.764722,30.582222,114,19,0,0,0,0,0,0,0,0,137,41,6.9,33.4,13.6,149,33,0,94,86,0,0,85,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"414","1370","Anbar","Ra'ua","Al Qaal'a",41.914002,34.463354,702,117,0,0,12,0,0,0,0,0,1370,41.3,3.3,31.8,9.2,127,24,0,85,62,0,0,62,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"415","1371","Anbar","Ra'ua","Hay Al Sho'ba",41.918468,34.468632,744,124,0,0,0,0,0,36,0,0,1371,41.2,3.3,31.7,9.1,129,24,0,85,63,0,0,63,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"416","1372","Anbar","Ra'ua","Rawa Al Qadima",41.915935,34.474779,1206,201,0,0,24,0,30,96,0,0,1372,41.3,3.3,31.8,9.2,127,24,0,85,62,0,0,62,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"417","1373","Salah al-Din","Tikrit","Hay Uwainat - 1",43.728655,34.475435,450,75,0,0,0,0,0,0,0,0,1373,43.6,4.1,33.6,10.5,174,36,0,87,90,0,0,90,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"418","1374","Salah al-Din","Al-Daur","Al-Khadhra' area",43.78,34.476127,270,45,0,60,24,36,0,0,0,0,1374,43.7,4.2,33.7,10.6,174,36,0,87,90,0,0,90,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"419","1375","Anbar","Ra'ua","Hay Al Qadissiyah",41.907478,34.488339,1476,246,0,102,0,0,0,234,0,0,1375,41.1,3.3,31.7,9.1,131,24,0,87,64,0,0,64,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"420","1376","Anbar","Ra'ua","Al-Hidayah",41.906718,34.490068,984,164,0,12,0,0,0,0,0,0,1376,41.1,3.3,31.7,9.1,131,24,0,87,64,0,0,64,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"421","1377","Anbar","Ra'ua","Hay Al Salam",41.906718,34.490068,726,121,0,90,0,72,0,0,0,0,1377,41.1,3.3,31.7,9.1,131,24,0,87,64,0,0,64,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"422","1378","Anbar","Ra'ua","Hay Al Shuhada'a",41.906718,34.490068,606,101,0,0,0,0,0,0,0,0,1378,41.1,3.3,31.7,9.1,131,24,0,87,64,0,0,64,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"423","1379","Anbar","Ra'ua","Hay Ra'ua Al-Jadida",41.906718,34.490068,1602,267,0,102,0,90,60,0,0,0,1379,41.1,3.3,31.7,9.1,131,24,0,87,64,0,0,64,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"424","138","Basrah","Shatt Al-Arab","AL Jazira 3 - Hay Al Yuba",47.79388889,30.58833333,30,5,0,0,0,0,0,0,0,0,138,40.8,6.9,33.3,13.6,150,33,0,95,87,0,0,86,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"425","1380","Diyala","Khanaqin","alean village",45.26131,34.514827,678,113,0,0,0,420,0,0,0,0,1380,43.6,4.5,33.5,10.9,324,63,0,91,176,0,0,170,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"426","1381","Diyala","Khanaqin","dani arkab village",45.26131,34.514827,396,66,0,0,0,240,0,0,0,0,1381,43.6,4.5,33.5,10.9,324,63,0,91,176,0,0,170,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"427","1382","Diyala","Khanaqin","mohammed humeli village",45.26131,34.514827,852,142,0,90,0,348,0,0,0,234,1382,43.6,4.5,33.5,10.9,324,63,0,91,176,0,0,170,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"428","1383","Salah al-Din","Tikrit","Al 'Uja Al Jadida - 7",43.692174,34.572478,0,0,0,0,0,0,0,0,0,0,1383,43.6,4.2,33.6,10.5,181,37,0,85,94,0,0,94,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"429","1384","Sulaymaniyah","Kalar","Salih Agha",45.33998,34.57406,2250,375,0,0,0,1848,0,0,0,0,1384,43.3,4.2,33.3,10.6,353,69,0,92,193,0,0,184,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"430","1385","Salah al-Din","Tikrit","Qaryat Albu Ubaid (Al-janoby) - Mahalla 428",43.666429,34.587096,600,100,0,0,0,0,0,0,0,0,1385,43.5,4,33.5,10.4,179,36,0,90,93,0,0,93,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"431","1386","Salah al-Din","Tikrit","Qaryat Albu Ubaid (Al-shamaly) - Mahalla 428",43.666429,34.587096,792,132,0,0,0,0,0,0,0,0,1386,43.5,4,33.5,10.4,179,36,0,90,93,0,0,93,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"432","1387","Salah al-Din","Tikrit","Wadi Shisheen - 414",43.674108,34.594295,0,0,0,0,0,0,0,0,0,0,1387,43.5,4,33.5,10.4,180,37,0,85,94,0,0,94,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"433","1388","Salah al-Din","Tikrit","Wadi sheshen - 424",43.670627,34.594418,0,0,0,0,0,0,0,0,0,0,1388,43.5,4,33.5,10.4,180,37,0,85,94,0,0,94,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"434","1389","Salah al-Din","Tikrit","Hay Al Asry Al Jadid - 404",43.678755,34.605794,60,10,0,0,0,0,0,0,0,0,1389,43.5,4,33.5,10.4,181,37,0,86,94,0,0,94,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"435","139","Basrah","Basrah","Basra al qadima - Al Sa'doniyah",47.7524,30.58921,6,1,0,0,0,0,0,0,0,0,139,41,6.8,33.3,13.5,148,33,0,93,85,0,0,84,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"436","1390","Salah al-Din","Tikrit","Hay Al Jami'yah",43.6891,34.6075,1800,300,0,360,0,300,0,0,0,0,1390,43.5,4,33.5,10.4,181,37,0,86,94,0,0,94,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"437","1391","Salah al-Din","Tikrit","Hay Shishin - 408",43.674842,34.609136,0,0,0,0,0,0,0,0,0,0,1391,43.5,4.1,33.5,10.4,182,37,0,87,95,0,0,95,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"438","1392","Sulaymaniyah","Kalar","Sherwana",45.32181,34.61228,528,88,0,0,0,0,0,0,0,0,1392,43.3,4.2,33.3,10.6,355,68,0,93,194,0,0,188,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"439","1393","Sulaymaniyah","Kalar","Bingrd",45.31562,34.61408,486,81,0,0,0,0,0,0,0,0,1393,43.3,4.3,33.3,10.6,355,68,0,93,194,0,0,188,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"440","1394","Salah al-Din","Tikrit","Sadayrat Abo Ajeel",43.743893,34.615522,120,20,0,120,0,0,0,0,0,0,1394,43.6,4.2,33.6,10.5,184,38,0,88,97,0,0,97,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"441","1395","Sulaymaniyah","Kalar","Gazino",45.33846,34.62885,444,74,0,0,0,0,0,0,0,0,1395,43.3,4.2,33.3,10.5,366,70,0,93,200,0,0,193,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"442","1396","Salah al-Din","Tikrit","Al-Mutaradah 204",43.66851,34.631343,0,0,0,0,0,0,0,0,0,0,1396,43.5,4.1,33.5,10.4,183,37,0,87,95,0,0,95,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"443","1397","Salah al-Din","Tikrit","Albu Hyza'a",43.719776,34.631818,1620,270,0,150,90,300,0,90,0,0,1397,43.7,4.3,33.7,10.6,182,37,0,87,95,0,0,95,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"444","1398","Salah al-Din","Tikrit","Al A'skari village",43.732593,34.635145,900,150,0,120,90,210,0,0,0,0,1398,43.7,4.3,33.7,10.6,185,38,0,88,97,0,0,97,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"445","1399","Sulaymaniyah","Kalar","Barda Sur",45.36,34.64,930,155,0,0,0,0,0,0,0,0,1399,43.3,4.2,33.3,10.5,372,71,0,91,204,0,0,197,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"446","14","Basrah","Al-Zubair","Al-Kut 3",47.70916667,30.38527778,0,0,0,0,0,0,0,0,0,0,14,43.6,6.5,34.5,13.2,141,33,0,94,81,0,0,77,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"447","140","Basrah","Basrah","Al Harthah Almagdah",47.7551,30.5987,12,2,0,0,0,0,0,0,0,0,140,41,6.8,33.4,13.6,148,33,0,93,85,0,0,84,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"448","1400","Salah al-Din","Tikrit","Al-Mutaradah 222",43.674612,34.644043,240,40,0,36,0,0,0,0,0,0,1400,43.5,4.1,33.5,10.4,185,37,0,88,96,0,0,96,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"449","1401","Salah al-Din","Tikrit","(Al Qadissiya) - 218 / 500",43.646741,34.662443,0,0,0,0,0,0,0,0,0,0,1401,43.5,4,33.5,10.3,187,37,0,89,97,0,0,97,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"450","1402","Salah al-Din","Tikrit","Abu Aqrab Street",43.646741,34.662443,0,0,0,0,0,0,0,0,0,0,1402,43.5,4,33.5,10.3,187,37,0,89,97,0,0,97,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"451","1403","Salah al-Din","Tikrit","hay Al Mutarda (Al Qadissiya) - 218",43.646741,34.662443,0,0,0,0,0,0,0,0,0,0,1403,43.5,4,33.5,10.3,187,37,0,89,97,0,0,97,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"452","1404","Salah al-Din","Tikrit","Hay Al-Teen",43.648592,34.667391,0,0,0,0,0,0,0,0,0,0,1404,43.5,4.1,33.5,10.3,187,37,0,89,97,0,0,97,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"453","1405","Sulaymaniyah","Kalar","Shahidan",45.39673,34.67382,936,156,0,0,0,0,0,0,0,0,1405,42.9,3.8,33,10.2,397,76,0,91,218,0,0,209,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"454","1406","Salah al-Din","Tikrit","Awajealah Quarter",43.7164,34.6791,900,150,0,300,0,0,0,0,0,0,1406,43.7,4.3,33.7,10.6,188,38,0,90,98,0,0,98,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"455","1407","Salah al-Din","Tikrit","Al Na'mah Al Shamaliyah",43.8637,34.6867,1500,250,0,180,120,180,0,0,0,0,1407,43.7,4.4,33.7,10.7,193,40,0,88,102,0,0,102,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"456","1408","Salah al-Din","Tikrit","Hay Al baladiyah",43.7129,34.6881,1620,270,0,300,0,240,0,0,0,0,1408,43.6,4.3,33.6,10.6,188,38,0,90,98,0,0,98,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"457","1409","Diyala","Kifri","Kfri",44.96,34.69,2088,348,0,0,0,0,0,0,0,0,1409,43.3,4.3,33.5,10.5,311,61,0,96,172,0,0,172,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"458","141","Basrah","Shatt Al-Arab","Al Hota",47.7739,30.6352,6,1,0,0,0,0,0,0,0,0,141,41.2,6.8,33.4,13.5,148,33,0,94,86,0,0,85,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"459","1410","Salah al-Din","Tikrit","Al-Shahama Village",43.622612,34.695048,0,0,0,0,0,0,0,0,0,0,1410,43.5,4,33.5,10.3,189,37,0,90,98,0,0,98,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"460","1411","Salah al-Din","Tikrit","Hamad Shehab",43.6161,34.6996,0,0,0,0,0,0,0,0,0,0,1411,43.5,4,33.4,10.3,189,37,0,90,98,0,0,98,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"461","1412","Salah al-Din","Tikrit","Mahalla Al 'A'ed - 3",43.713857,34.700858,42,7,0,0,0,0,0,0,0,0,1412,43.6,4.2,33.6,10.5,190,38,0,90,99,0,0,99,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"462","1413","Salah al-Din","Tikrit","Al Na'mah Al Janobiyah",43.057159,34.704873,840,140,0,180,30,0,0,0,0,0,1413,43.1,3.8,33.2,10,168,32,0,83,85,0,0,85,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"463","1414","Salah al-Din","Tikrit","Qaryat Al muwadafeen 6",43.705285,34.705091,216,36,0,0,0,0,0,0,0,0,1414,43.7,4.3,33.7,10.6,188,38,0,90,98,0,0,98,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"464","1415","Salah al-Din","Tikrit","Hay Al sina'y / Al samad",43.710336,34.710114,402,67,0,60,30,60,0,0,0,0,1415,43.6,4.2,33.6,10.5,192,38,0,86,100,0,0,100,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"465","1416","Salah al-Din","Tikrit","Al Mu'askarat - Al Aslama 1",43.6118,34.7187,0,0,0,0,0,0,0,0,0,0,1416,43.5,4,33.4,10.3,190,37,0,90,98,0,0,98,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"466","1417","Salah al-Din","Tikrit","Al A'had Al Jadid village",43.710465,34.720933,1110,185,0,180,0,120,0,0,0,0,1417,43.6,4.2,33.6,10.5,192,38,0,86,100,0,0,100,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"467","1418","Salah al-Din","Tikrit","Al Zebeadat area",43.6044,34.7324,0,0,0,0,0,0,0,0,0,0,1418,43.5,4,33.4,10.3,190,37,0,90,98,0,0,98,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"468","1419","Salah al-Din","Tikrit","Samrah Village",43.6644,34.7553,558,93,0,60,30,90,0,0,0,0,1419,43.6,4.2,33.6,10.5,191,38,0,91,99,0,0,99,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"469","142","Basrah","Basrah","Door at-taqa",47.751944,30.675278,6,1,0,0,0,0,0,0,0,0,142,41.4,6.7,33.5,13.4,148,33,0,94,86,0,0,85,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"470","1420","Salah al-Din","Tikrit","Al khuzamiya Village",43.6388,34.7676,600,100,0,60,60,84,0,0,0,0,1420,43.6,4.2,33.6,10.5,192,38,0,86,100,0,0,100,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"471","1421","Salah al-Din","Tikrit","Qaryat Erbaidha",43.611372,34.792611,480,80,0,72,30,120,0,0,0,0,1421,43.6,4.2,33.6,10.5,196,38,0,88,102,0,0,102,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"472","1422","Salah al-Din","Tikrit","Ellme'abdi Al Shemaliya Village",43.910208,34.828764,300,50,30,60,0,60,0,0,0,0,1422,43.6,4.2,33.6,10.4,213,43,0,92,112,0,0,112,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"473","1423","Sulaymaniyah","Kalar","Kulajo",45.14,34.84,4500,750,0,0,0,0,0,0,0,0,1423,42,2.8,32.3,8.9,418,77,0,95,230,0,0,227,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"474","1424","Salah al-Din","Baiji","Qaryat Al Sareen",43.520556,34.872601,132,22,0,0,0,0,0,0,0,0,1424,43.5,4.1,33.5,10.3,200,38,0,90,103,0,0,103,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"475","1425","Salah al-Din","Tooz","Hay Al Zhoor",44.629,34.8836,1200,200,0,480,0,420,0,0,0,0,1425,43.4,4.3,33.7,10.5,284,62,0,97,161,0,0,161,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"476","1426","Salah al-Din","Baiji","Al-Malha",43.4878,34.9044,90,15,0,0,0,0,0,0,0,0,1426,43.5,4,33.5,10.2,201,38,0,90,104,0,0,104,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"477","1427","Salah al-Din","Baiji","Hay Al Sina'y - 201",43.483735,34.908328,0,0,0,0,0,0,0,0,0,0,1427,43.5,4,33.5,10.2,201,38,0,90,104,0,0,104,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"478","1428","Salah al-Din","Baiji","Hay Al Tammem - 103",43.488026,34.921593,0,0,0,0,0,0,0,0,0,0,1428,43.5,4,33.5,10.2,204,38,0,86,105,0,0,105,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"479","1429","Salah al-Din","Baiji","Hay Al Sikak - Mahalla 107",43.456546,34.922424,120,20,0,0,0,0,0,0,0,0,1429,43.4,4,33.4,10.1,204,38,0,86,105,0,0,105,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"480","143","Basrah","Al-Qurna","Dair",47.57,30.79,54,9,0,0,0,0,0,0,0,0,143,42.4,6.4,33.9,13.1,134,31,0,93,80,0,0,78,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"481","1430","Salah al-Din","Baiji","Tal abu Jarad area - Mahalla 104",43.4647,34.9316,96,16,0,0,0,42,0,0,0,0,1430,43.4,4,33.4,10.1,205,38,0,87,106,0,0,106,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"482","1431","Salah al-Din","Baiji","Hay Tal Al Za'tar - mahalla 219",43.490354,34.93565,36,6,0,0,0,0,0,0,0,0,1431,43.5,4,33.5,10.2,206,38,0,87,106,0,0,106,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"483","1432","Salah al-Din","Baiji","Hay Al_Asmida",43.4995,34.9368,0,0,0,0,0,0,0,0,0,0,1432,43.5,4.1,33.5,10.3,205,38,0,87,106,0,0,106,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"484","1433","Salah al-Din","Baiji","Jireesh village",43.4997,34.9464,120,20,0,0,0,0,0,0,0,0,1433,43.5,4,33.5,10.3,206,38,0,87,106,0,0,106,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"485","1434","Salah al-Din","Baiji","Al Shiwesh village",43.56265,35.01345,900,150,0,0,0,0,780,0,0,0,1434,43.5,4.2,33.5,10.3,215,40,0,91,111,0,0,111,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"486","1435","Kirkuk","Daquq","Albu Mahammad",44.37,35.05,720,120,0,0,0,0,0,0,0,420,1435,43.6,4.6,33.8,10.7,266,54,0,93,144,0,0,144,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"487","1436","Salah al-Din","Tikrit","Al Fathah Area",43.54735,35.063739,900,150,0,120,60,180,0,0,0,0,1436,43.6,4.2,33.5,10.3,222,41,0,89,114,0,0,114,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"488","1437","Kirkuk","Dabes","Al Qaragul",44.38654,35.064269,600,100,0,0,0,0,0,0,0,600,1437,43.5,4.6,33.8,10.7,269,54,0,95,146,0,0,146,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"489","1438","Salah al-Din","Baiji","Maslakha Al Sufla (Shikh Abdula village)",43.522957,35.081697,600,100,0,60,60,120,0,0,0,0,1438,43.4,3.9,33.4,10.2,225,41,0,90,116,0,0,116,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"490","1439","Kirkuk","Daquq","Hay Ashti",44.2624,35.0826,2550,425,0,0,0,0,0,0,0,1500,1439,43.7,4.6,33.8,10.7,258,51,0,93,137,0,0,137,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"491","144","Basrah","Shatt Al-Arab"," Al Nashwa  Al radhia",47.5892,30.8171,54,9,0,0,0,0,0,0,0,0,144,42.4,6.4,33.9,13.1,137,31,0,95,81,0,0,80,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"492","1440","Salah al-Din","Baiji","Maslakha Al 'Ulya",43.51989,35.090911,240,40,0,30,0,90,0,0,0,0,1440,43.4,4.1,33.4,10.2,225,41,0,90,116,0,0,116,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"493","1441","Sulaymaniyah","Darbandihkan","Campe khwarw",45.69688,35.09823,882,147,0,0,0,0,0,0,0,0,1441,41.6,2.6,32,8.7,589,111,0,90,322,0,0,318,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"494","1442","Sulaymaniyah","Chamchamal","Khak",45,35.1,354,59,0,0,0,282,0,0,0,0,1442,41.2,2.1,31.9,8.1,463,93,0,95,262,0,0,255,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"495","1443","Sulaymaniyah","Darbandihkan","Kanito",45.68989,35.11308,834,139,0,0,0,0,0,0,0,0,1443,40.9,1.8,31.4,7.9,633,119,0,92,348,0,0,341,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"496","1444","Sulaymaniyah","Darbandihkan","Kanisard",45.66495,35.11669,2502,417,0,6,0,0,0,0,0,0,1444,40.8,1.7,31.3,7.7,639,120,0,91,351,0,0,344,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"497","1445","Kirkuk","Daquq","Random Area",44.44936,35.128221,3300,550,0,0,300,900,0,900,0,1200,1445,43.5,4.6,33.8,10.5,287,56,0,97,155,0,0,155,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"498","1446","Kirkuk","Daquq","Fareeq Awa",44.43,35.13,2100,350,0,0,300,300,0,300,0,300,1446,43.5,4.5,33.8,10.5,285,56,0,96,154,0,0,154,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"499","1447","Sulaymaniyah","Darbandihkan","Hawara barza",45.68638889,35.13166667,1080,180,0,0,0,0,0,0,0,0,1447,40,0.5,30.4,6.6,700,131,0,91,387,0,0,375,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"500","1448","Salah al-Din","Baiji","Al Mushhaq Village",43.401864,35.185783,900,150,0,180,60,180,0,0,0,0,1448,43.5,4,33.3,10.1,231,41,0,86,117,0,0,117,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"501","1449","Kirkuk","Al-Hawiga","Abas-Al-Namla",43.81,35.24,150,25,0,0,0,0,0,0,0,0,1449,43.5,4.1,33.5,10.3,263,48,0,90,135,0,0,135,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"502","145","Basrah","Shatt Al-Arab","Al Nashwa - Center",47.602619,30.818035,6,1,0,0,0,0,0,0,0,0,145,42.2,6.3,33.8,13.1,139,31,0,96,82,0,0,80,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"503","1450","Kirkuk","Al-Hawiga","Tariqiya",43.572417,35.246528,120,20,0,0,0,0,0,0,0,0,1450,43.4,3.9,33.3,10.1,253,45,0,86,128,0,0,128,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"504","1451","Kirkuk","Al-Hawiga","Sabbaghiya",43.48,35.27,720,120,0,0,0,0,0,0,0,0,1451,43.5,4,33.3,10.1,248,44,0,88,126,0,0,126,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"505","1452","Kirkuk","Al-Hawiga","Al-riyadh center",43.915611,35.270389,3000,500,0,0,0,0,0,0,0,3000,1452,43.5,4.2,33.5,10.3,272,49,0,89,139,0,0,139,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"506","1453","Kirkuk","Al-Hawiga","Hay Al-Zuhoor",43.912829,35.275213,3000,500,0,0,0,1200,0,0,0,300,1453,43.5,4.2,33.5,10.3,274,49,0,89,140,0,0,140,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"507","1454","Kirkuk","Al-Hawiga","Abu-Al-Jaise",43.84,35.29,108,18,0,0,0,0,0,0,0,0,1454,43.4,4.1,33.4,10.2,272,49,0,89,139,0,0,139,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"508","1455","Sulaymaniyah","Halabja","Khurmal",46.03,35.29,672,112,0,0,0,0,0,0,0,0,1455,40,0.7,30.3,6.9,734,137,0,88,397,0,0,391,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"509","1456","Salah al-Din","Al-Shirqat","Al Ean al Bedha area",43.2099,35.2991,1500,250,0,240,0,0,0,0,0,0,1456,42.8,3.3,32.6,9.4,249,46,0,88,127,0,0,124,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"510","1457","Sulaymaniyah","Halabja","Khormal - Dalani",46.03367,35.30253,222,37,0,0,0,0,0,0,0,0,1457,40.1,0.8,30.3,6.9,732,137,0,88,395,0,0,389,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"511","1458","Kirkuk","Al-Hawiga","8 Shabahit",43.76166667,35.31416667,1200,200,0,0,0,0,0,0,0,0,1458,43.5,4.1,33.4,10.2,274,49,0,89,140,0,0,140,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"512","1459","Salah al-Din","Al-Shirqat","Al Jibariya village",43.198077,35.315266,0,0,0,0,0,0,0,0,0,0,1459,42.8,3.2,32.6,9.4,250,46,0,88,127,0,0,124,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"513","146","Basrah","Al-Qurna","Al-shannanh",47.5423,30.8463,6,1,0,0,0,0,0,0,0,0,146,42.5,6.2,33.9,13,135,31,0,94,81,0,0,79,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"514","1460","Kirkuk","Al-Hawiga","Al Askary",43.76444444,35.31722222,2400,400,0,0,0,0,0,0,0,1500,1460,43.5,4,33.3,10.1,276,49,0,86,140,0,0,140,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
