"","Row.names","Governorate","District","Place","Longitude","Latitude","total","Master.Families","IDPs.in.Camps.or.transit.camps","School.Building","Mosques.Holly.Shrines","Abandoned.public.buildings.under.construction","Collective.centres","Informal.settlements","Military.Camps","Unknown.or.other","ID","bio5_17","bio6_17","bio10_17","bio11_17","bio12_17","bio13_17","bio14_17","bio15_17","bio16_17","bio17_17","bio18_17","bio19_17","maxtemp","mintemp","meanwarm","meancold"
"1","1","Basrah","Fao","FAO AlShamaliya",48.4655,29.9786,42,7,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","10","Basrah","Al-Zubair","Hay Al Dirhamiyah 3",47.723,30.3791,30,5,0,0,0,0,0,0,0,0,10,43.6,6.6,34.5,13.3,138,32,0,92,80,0,0,75,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"3","100","Basrah","Basrah","Al Jumhuriya",47.797543,30.522139,132,22,0,0,0,0,0,0,0,0,100,41.5,6.9,33.6,13.6,150,33,0,94,86,0,0,85,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"4","1000","Anbar","Falluja","subihat",43.913023,33.402463,720,120,0,150,0,90,0,60,0,0,1000,43.4,3.9,33.4,11,135,25,0,84,69,0,0,64,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"5","1001","Anbar","Falluja","Al-Shurtan",43.938962,33.403159,834,139,0,120,0,102,0,0,0,0,1001,43.4,3.9,33.4,11,135,25,0,83,69,0,0,64,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"6","1002","Anbar","Falluja","Al Rumila",43.642699,33.40346,1338,223,0,390,0,84,0,0,0,0,1002,43.5,3.7,33.6,10.7,126,21,0,85,60,0,0,57,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"7","1003","Anbar","Falluja","Al Husaiwat",43.89684,33.403487,1320,220,0,144,0,126,0,0,0,0,1003,43.5,3.9,33.5,10.9,134,24,0,83,68,0,0,64,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"8","1004","Baghdad","Al Resafa","Al Sader- Katta'a 76",44.452639,33.403511,300,50,0,0,0,0,0,0,0,0,1004,43.5,4.3,33.5,11.3,162,31,0,88,86,0,0,80,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"9","1005","Anbar","Falluja","Al Tal'a",43.658419,33.403899,2064,344,0,78,30,378,0,84,0,0,1005,43.5,3.8,33.5,10.7,126,22,0,85,61,0,0,57,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"10","1006","Anbar","Falluja","Karma - Al Somod",43.910064,33.405246,1200,200,0,0,0,0,0,0,0,0,1006,43.4,3.9,33.4,11,135,25,0,84,69,0,0,64,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"11","1007","Baghdad","Adhamia","Tunis - 326",44.365548,33.405403,42,7,0,0,0,0,0,0,0,0,1007,43.5,4.2,33.4,11.2,159,30,0,85,84,0,0,78,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"12","1008","Baghdad","Adhamia","Tunis - 330",44.365559,33.405405,54,9,0,0,0,0,0,0,0,0,1008,43.5,4.2,33.4,11.2,159,30,0,85,84,0,0,78,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"13","1009","Anbar","Falluja","Halabsa - Al karma",43.923875,33.406428,1266,211,0,120,0,246,0,0,0,0,1009,43.4,3.9,33.4,11,135,25,0,84,69,0,0,64,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"14","101","Basrah","Basrah","Al Sholah",47.7736,30.5233,18,3,0,0,0,0,0,0,0,0,101,41.5,6.8,33.6,13.5,150,34,0,95,87,0,0,85,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"15","1010","Baghdad","Adhamia","Tarbiya - 317",44.390281,33.406469,60,10,0,0,0,0,0,0,0,0,1010,43.5,4.3,33.4,11.3,159,30,0,85,84,0,0,78,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"16","1011","Baghdad","Al Resafa","Al Basaten",44.37542,33.408791,84,14,0,0,0,0,0,0,0,0,1011,43.5,4.3,33.4,11.3,159,30,0,85,84,0,0,78,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"17","1012","Anbar","Falluja","Al-Zuwayiah",43.837899,33.408921,1344,224,0,468,0,234,0,0,0,0,1012,43.5,3.8,33.5,10.9,133,24,0,82,67,0,0,63,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"18","1013","Anbar","Ramadi","Housiyba Al-sharqiyah",43.445444,33.409585,2130,355,0,396,0,660,0,0,0,0,1013,43.3,3.9,33.5,10.8,119,20,0,89,58,0,0,58,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"19","1014","Anbar","Ramadi","Al Sofeya",43.31,33.41,900,150,0,390,0,30,0,0,0,0,1014,43.3,3.7,33.5,10.7,116,23,0,89,61,0,0,61,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"20","1015","Baghdad","Adhamia","AL Sha'b",44.4,33.41,342,57,0,0,0,0,0,0,0,0,1015,43.5,4.3,33.4,11.3,161,30,0,86,85,0,0,79,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"21","1016","Baghdad","Adhamia","Al Sha'ab - 333",44.40746,33.410303,186,31,0,0,0,0,0,0,0,0,1016,43.5,4.3,33.4,11.3,162,31,0,87,86,0,0,79,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"22","1017","Anbar","Falluja","Albu Jasim - Karma",43.856551,33.411884,1188,198,0,180,0,192,0,54,0,0,1017,43.5,3.9,33.5,10.9,133,24,0,82,67,0,0,63,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"23","1018","Anbar","Ramadi","7 Killo - al-mojama'a al-sakany",43.183388,33.412631,4440,740,0,528,0,0,3912,0,0,0,1018,43.1,3.6,33.3,10.5,109,22,0,85,58,0,0,58,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"24","1019","Baghdad","Adhamia","AL Sha'b - 337",44.40749,33.414602,162,27,0,0,0,0,0,0,0,0,1019,43.5,4.3,33.4,11.3,162,31,0,87,86,0,0,79,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"25","102","Basrah","Basrah","Hay Al-Asdiqa'a",47.7777,30.525,84,14,0,0,0,0,0,0,0,0,102,41.5,6.9,33.6,13.6,151,34,0,94,87,0,0,85,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"26","1020","Anbar","Falluja","Albu Shihab",43.70219,33.415023,450,75,0,0,0,0,0,0,0,0,1020,43.5,3.8,33.6,10.7,129,22,0,86,63,0,0,59,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"27","1021","Anbar","Falluja","Al-Karagul",43.938712,33.415488,1176,196,0,132,0,198,0,0,0,0,1021,43.4,3.9,33.4,11,136,25,0,83,69,0,0,64,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"28","1022","Baghdad","Adhamia","Al Basaten Al sadren complex",44.370296,33.417429,222,37,0,0,0,0,0,0,0,0,1022,43.5,4.3,33.4,11.3,158,30,0,84,83,0,0,77,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"29","1023","Baghdad","Adhamia","Basaten - 362",44.370296,33.417429,0,0,0,0,0,0,0,0,0,0,1023,43.5,4.3,33.4,11.3,158,30,0,84,83,0,0,77,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"30","1024","Anbar","Falluja","Al Zaghareed",43.68518,33.417925,4932,822,0,216,0,402,0,144,0,0,1024,43.5,3.8,33.5,10.7,129,22,0,86,63,0,0,59,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"31","1025","Baghdad","Adhamia","AL Sha'b - 335",44.387552,33.417946,126,21,0,0,0,0,0,0,0,0,1025,43.5,4.3,33.4,11.3,161,30,0,86,85,0,0,79,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"32","1026","Baghdad","Al Resafa","Hay Ur",44.421682,33.417951,300,50,0,0,300,0,0,0,0,0,1026,43.5,4.3,33.5,11.3,163,31,0,87,86,0,0,80,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"33","1027","Baghdad","Al Resafa","Ma'amil - Mahalla 799",44.5274,33.4186,1086,181,0,288,438,78,0,0,0,0,1027,43.6,4.4,33.6,11.3,165,31,0,90,89,0,0,84,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"34","1028","Baghdad","Adhamia","Al Sha'ab - 331",44.421845,33.4192,102,17,0,0,0,0,0,0,0,0,1028,43.5,4.3,33.5,11.3,163,31,0,87,86,0,0,80,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"35","1029","Baghdad","Adhamia","AL Sha'b - 357",44.386777,33.42075,84,14,0,0,0,0,0,0,0,0,1029,43.5,4.3,33.4,11.3,161,30,0,86,85,0,0,79,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"36","103","Basrah","Basrah","Al- Jamhoriyah",47.7947,30.5251,66,11,0,0,0,0,0,0,0,0,103,41.3,6.9,33.5,13.6,150,33,0,94,86,0,0,85,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"37","1030","Anbar","Falluja","AL Shihaa",43.705102,33.421163,1722,287,0,396,0,114,0,30,0,0,1030,43.5,3.8,33.5,10.7,130,22,0,86,63,0,0,60,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"38","1031","Baghdad","Adhamia","Al Sha'ab - 339",44.409076,33.421774,246,41,0,0,0,0,0,0,0,0,1031,43.5,4.3,33.5,11.3,163,31,0,87,86,0,0,80,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"39","1032","Anbar","Ramadi","5 Kilo",43.241913,33.4219009,1200,200,0,240,0,60,0,0,0,0,1032,43.2,3.6,33.3,10.5,113,23,0,88,61,0,0,61,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"40","1033","Baghdad","Adhamia","AL Sha'b - 359",44.390817,33.422691,192,32,0,0,0,0,0,0,0,0,1033,43.5,4.3,33.4,11.3,161,30,0,86,85,0,0,79,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"41","1034","Baghdad","Adhamia","Ur - 327",44.43294,33.42324,0,0,0,0,0,0,0,0,0,0,1034,43.5,4.3,33.5,11.3,163,31,0,87,86,0,0,80,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"42","1035","Baghdad","Adhamia","AL Sha'b - 353",44.396387,33.424956,48,8,0,0,0,0,0,0,0,0,1035,43.5,4.3,33.4,11.3,161,30,0,86,85,0,0,79,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"43","1036","Baghdad","Adhamia","Kri'at - 342",44.350529,33.424957,78,13,0,0,0,0,0,0,0,0,1036,43.5,4.3,33.4,11.2,158,30,0,84,83,0,0,77,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"44","1037","Baghdad","Adhamia","Al Sha'ab (Mahala 351)",44.389513,33.42514,60,10,0,0,0,0,0,0,0,0,1037,43.5,4.3,33.5,11.3,161,30,0,86,85,0,0,79,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"45","1038","Anbar","Falluja","Al A'rimiyah",43.675868,33.425571,2526,421,0,600,0,108,1398,36,0,0,1038,43.5,3.8,33.5,10.7,129,22,0,86,63,0,0,59,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"46","1039","Baghdad","Adhamia","AL Sha'b - 343",44.414459,33.426816,42,7,0,0,0,0,0,0,0,0,1039,43.5,4.3,33.5,11.3,163,31,0,87,86,0,0,80,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"47","104","Basrah","Basrah","Durr Al Naaft",47.790972,30.526098,30,5,0,0,0,0,0,0,0,0,104,41.3,6.9,33.5,13.6,149,33,0,93,85,0,0,84,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"48","1040","Anbar","Ramadi","7 Killo - Al Barkhrabit complex",43.264902,33.427106,990,165,0,0,0,0,990,0,0,0,1040,43.2,3.7,33.4,10.6,113,23,0,88,61,0,0,61,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"49","1041","Anbar","Ramadi","7 Killo - Al Karfanat",43.264902,33.427106,672,112,0,0,0,0,672,0,0,0,1041,43.2,3.7,33.4,10.6,113,23,0,88,61,0,0,61,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"50","1042","Anbar","Ramadi","7 Killo - Al Sat",43.264902,33.427106,1098,183,0,0,0,0,1098,0,0,0,1042,43.2,3.7,33.4,10.6,113,23,0,88,61,0,0,61,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"51","1043","Anbar","Ramadi","Warar",43.2772,33.4298,1200,200,0,270,0,120,0,0,0,0,1043,43.2,3.8,33.4,10.7,114,23,0,89,61,0,0,61,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"52","1044","Anbar","Ramadi","Al-Jazerah",43.55,33.43,1500,250,0,300,0,270,0,0,0,0,1044,43.5,3.8,33.6,10.7,125,21,0,84,60,0,0,58,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"53","1045","Anbar","Falluja","Al jdawil (qnatir)",43.963735,33.434659,1008,168,0,96,0,114,0,0,0,0,1045,43.4,3.9,33.4,10.9,139,25,0,85,70,0,0,66,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"54","1046","Anbar","Falluja","Albu Khalifa",43.890464,33.437326,1566,261,0,120,30,156,0,48,0,0,1046,43.5,3.9,33.5,10.9,134,24,0,83,68,0,0,64,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"55","1047","Baghdad","Al Resafa","Ma'amil - Mahalla 781",44.528461,33.437719,60,10,0,0,0,0,0,0,0,0,1047,43.6,4.4,33.6,11.3,168,32,0,86,90,0,0,85,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"56","1048","Baghdad","Al Resafa","Saba' Eqssuor",44.439423,33.438583,78,13,0,0,0,0,0,0,0,0,1048,43.5,4.3,33.5,11.3,163,31,0,87,86,0,0,80,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"57","1049","Baghdad","Adhamia","Sabe'a Qusor - 368",44.439423,33.438583,30,5,0,0,0,0,0,0,0,0,1049,43.5,4.3,33.5,11.3,163,31,0,87,86,0,0,80,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"58","105","Basrah","Basrah","Al-qeshla",47.834722,30.526111,42,7,0,0,0,0,0,0,0,0,105,41.5,6.9,33.6,13.6,154,33,0,95,88,0,0,86,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"59","1050","Baghdad","Al Resafa","Ma'amil - Mahalla 771",44.524361,33.44891,138,23,0,0,0,0,0,0,0,54,1050,43.6,4.4,33.6,11.3,167,31,0,90,88,0,0,84,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"60","1051","Baghdad","Al Resafa","Ma'amil - Mahalla 785",44.524369,33.44897,48,8,0,0,0,0,0,0,0,0,1051,43.6,4.4,33.6,11.3,167,31,0,90,88,0,0,84,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"61","1052","Baghdad","Al Resafa","Ma'amil - Mahalla 770",44.523979,33.456891,48,8,0,0,0,0,0,0,0,48,1052,43.6,4.4,33.6,11.3,168,32,0,85,89,0,0,84,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"62","1053","Baghdad","Adhamia","Fahama (Abo qumira village)",44.35194444,33.4575,90,15,0,0,0,0,0,0,0,0,1053,43.5,4.3,33.5,11.2,159,30,0,84,83,0,0,77,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"63","1054","Baghdad","Al Resafa","Bob Al Sham",44.38,33.46,72,12,0,0,0,0,0,0,0,0,1054,43.5,4.3,33.5,11.3,161,30,0,86,84,0,0,79,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"64","1055","Baghdad","Al Resafa","Ma'amil - Mahalla 779",44.534,33.46251,54,9,0,0,0,0,0,0,0,54,1055,43.6,4.4,33.5,11.3,168,32,0,86,90,0,0,85,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"65","1056","Anbar","Falluja","Albu Khanfar",43.908447,33.465647,1158,193,0,60,0,204,0,0,0,0,1056,43.5,3.9,33.5,10.9,138,25,0,85,70,0,0,66,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"66","1057","Baghdad","Adhamia","Bob Al Sham",44.385,33.46583333,0,0,0,0,0,0,0,0,0,0,1057,43.5,4.3,33.5,11.3,161,30,0,86,84,0,0,79,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"67","1058","Baghdad","Kadhimia","Jurf Al Milah",44.272029,33.491214,360,60,0,0,0,0,0,0,0,0,1058,43.5,4.2,33.5,11.1,158,29,0,83,82,0,0,77,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"68","1059","Baghdad","Kadhimia","Naji al rahal village",44.25611111,33.49805556,336,56,0,0,0,0,0,42,0,0,1059,43.5,4.2,33.5,11.1,156,29,0,82,80,0,0,75,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"69","106","Basrah","Basrah","Al Tameemiya",47.82916667,30.52694444,24,4,0,0,0,0,0,0,0,0,106,41.5,6.8,33.6,13.6,153,33,0,95,88,0,0,86,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"70","1060","Anbar","Heet","Abu Tibban",43.01,33.51,450,75,0,102,0,0,0,0,0,216,1060,43,3.5,33.2,10.3,111,20,0,85,56,0,0,54,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"71","1061","Anbar","Ramadi","Al-Jeraishi",43.325457,33.510366,1950,325,0,300,0,90,0,0,0,0,1061,43.3,3.7,33.4,10.6,119,22,0,89,60,0,0,60,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"72","1062","Baghdad","Kadhimia","Door Al Sikak",44.23194444,33.51972222,0,0,0,0,0,0,0,0,0,0,1062,43.5,4.2,33.5,11.1,155,29,0,88,80,0,0,75,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"73","1063","Anbar","Heet","`Aqabah",42.91,33.53,834,139,0,0,0,78,0,168,0,0,1063,42.9,3.4,33.1,10.2,109,22,0,86,59,0,0,51,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"74","1064","Anbar","Heet","Zuwayyah",42.93,33.53,324,54,0,0,0,0,0,0,0,0,1064,42.9,3.3,33.2,10.2,110,22,0,87,59,0,0,51,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"75","1065","Baghdad","Adhamia","Al Hussiniyah - Mahala 223",44.392418,33.53694,66,11,0,0,0,0,0,0,0,0,1065,43.6,4.3,33.5,11.2,165,31,0,88,86,0,0,81,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"76","1066","Baghdad","Adhamia","Al Hussainiya - Mahalla 215",44.401632,33.537718,156,26,0,0,0,0,0,0,0,0,1066,43.6,4.3,33.5,11.2,165,31,0,88,86,0,0,81,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"77","1067","Baghdad","Adhamia","Al Hussayniya - Mahalla 207",44.408857,33.537764,108,18,0,0,0,0,0,0,0,0,1067,43.6,4.3,33.6,11.2,166,31,0,88,87,0,0,82,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"78","1068","Baghdad","Adhamia","Al Hussainiya - Mahalla 202",44.423106,33.539513,162,27,0,0,0,0,0,0,0,0,1068,43.6,4.3,33.6,11.2,166,31,0,90,87,0,0,83,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"79","1069","Baghdad","Adhamia","Al Husayniya - Mahalla 225",44.388266,33.541606,60,10,0,0,0,0,0,0,0,0,1069,43.6,4.3,33.5,11.2,163,30,0,87,85,0,0,81,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"80","107","Basrah","Basrah","Hai az-zahra_a",47.814722,30.527778,18,3,0,0,0,0,0,0,0,0,107,41.5,6.8,33.5,13.6,151,33,0,94,86,0,0,85,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"81","1070","Anbar","Heet","Al Wafa'a",43.004028,33.544416,312,52,0,0,0,0,0,0,0,0,1070,43,3.5,33.2,10.4,113,20,0,86,57,0,0,54,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"82","1071","Anbar","Heet","Al-Tarabshah",42.977063,33.545392,990,165,0,108,0,192,0,0,0,0,1071,42.9,3.4,33.2,10.3,113,21,0,88,59,0,0,54,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"83","1072","Anbar","Heet","Zoyah Al-gharbiyah",42.977063,33.545392,654,109,0,0,0,120,0,0,0,0,1072,42.9,3.4,33.2,10.3,113,21,0,88,59,0,0,54,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"84","1073","Anbar","Heet","Zoyah Al-sharqiyah",42.977063,33.545392,696,116,0,0,0,60,0,0,0,0,1073,42.9,3.4,33.2,10.3,113,21,0,88,59,0,0,54,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"85","1074","Anbar","Heet","Tal aswad",42.984524,33.546389,1560,260,0,78,0,354,0,0,0,0,1074,43,3.4,33.2,10.3,112,20,0,86,58,0,0,54,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"86","1075","Baghdad","Adhamia","Hussainiya - Mahalla 211",44.409,33.549655,270,45,0,0,0,0,0,0,0,0,1075,43.6,4.3,33.5,11.2,167,31,0,89,87,0,0,83,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"87","1076","Baghdad","Adhamia","Al Hussainiya - Mahalla 227",44.390101,33.550432,162,27,0,0,0,0,0,0,0,0,1076,43.6,4.3,33.6,11.2,164,30,0,87,85,0,0,81,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"88","1077","Anbar","Heet","Al Muhamdee",42.901694,33.550541,4698,783,0,102,0,702,0,216,0,0,1077,42.9,3.4,33.1,10.2,111,23,0,87,60,0,0,51,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"89","1078","Anbar","Heet","Al-shuhdaْa",42.901694,33.550541,1392,232,0,0,0,138,0,0,0,0,1078,42.9,3.4,33.1,10.2,111,23,0,87,60,0,0,51,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"90","1079","Baghdad","Adhamia","Al Hussainiya - Mahalla 219",44.399136,33.552263,102,17,0,0,0,0,0,0,0,0,1079,43.6,4.3,33.6,11.2,166,31,0,88,86,0,0,82,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"91","108","Basrah","Shatt Al-Arab","Shat Al Arab St 13",47.8536,30.5286,18,3,0,0,0,0,0,0,0,0,108,41.7,6.9,33.7,13.6,154,33,0,95,88,0,0,86,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"92","1080","Baghdad","Adhamia","Al Hussainiya - Mahalla 216",44.420432,33.553922,48,8,0,0,0,0,0,0,0,0,1080,43.6,4.3,33.6,11.2,166,31,0,90,87,0,0,83,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"93","1081","Diyala","Ba'quba","Qaryat Al-Rabee'",44.5357,33.5552,60,10,0,0,0,0,0,0,0,0,1081,43.7,4.5,33.6,11.4,171,32,0,88,91,0,0,88,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"94","1082","Baghdad","Adhamia","Al Husayniya - Mahalla 221",44.3935,33.556281,174,29,0,0,0,0,0,0,0,0,1082,43.6,4.3,33.6,11.2,166,31,0,88,86,0,0,82,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"95","1083","Baghdad","Adhamia","Al Hussainiya - Mahalla 213",44.409279,33.55647,192,32,0,0,0,0,0,0,0,0,1083,43.6,4.3,33.6,11.2,165,31,0,89,86,0,0,82,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"96","1084","Diyala","Ba'quba","Bani Sa`d",44.54,33.56,0,0,0,0,0,0,0,0,0,0,1084,43.7,4.5,33.6,11.4,173,32,0,89,92,0,0,89,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"97","1085","Diyala","Ba'quba","Qaryat Said Awaid",44.54,33.56,0,0,0,0,0,0,0,0,0,0,1085,43.7,4.5,33.6,11.4,173,32,0,89,92,0,0,89,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"98","1086","Diyala","Ba'quba","Bani Saad / Hay Ali Al Hady",44.545,33.565,150,25,0,0,0,0,0,0,0,0,1086,43.7,4.5,33.6,11.4,173,32,0,89,92,0,0,89,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"99","1087","Diyala","Ba'quba","Hay Al-Shuhada",44.5484,33.5695,90,15,0,0,0,0,0,0,0,0,1087,43.7,4.4,33.6,11.3,173,32,0,89,92,0,0,89,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"100","1088","Diyala","Ba'quba","Bani Saad / Hay Zahraa",44.53,33.57,60,10,0,0,0,0,0,0,0,0,1088,43.7,4.5,33.6,11.4,173,32,0,88,91,0,0,88,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"101","1089","Diyala","Ba'quba","Al Rasool",44.547,33.5706,60,10,0,0,0,0,0,0,0,0,1089,43.7,4.4,33.6,11.3,173,32,0,89,92,0,0,89,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"102","109","Basrah","Shatt Al-Arab","Shatt Al-Arab / Tanoma/36 St",47.85265,30.53157,12,2,0,0,0,0,0,0,0,0,109,41.7,6.9,33.7,13.6,154,33,0,95,88,0,0,86,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"103","1090","Diyala","Ba'quba","Hay Al Intesar - 1",44.55666667,33.5719444,288,48,0,0,0,0,0,0,0,0,1090,43.7,4.4,33.6,11.4,173,32,0,89,92,0,0,89,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"104","1091","Diyala","Ba'quba","Bani Saad - Hay Al Salam",44.5284,33.5772,210,35,0,0,0,0,0,0,0,0,1091,43.7,4.5,33.6,11.4,172,32,0,88,91,0,0,88,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"105","1092","Anbar","Falluja","Albu Udah",43.93,33.58,1668,278,0,240,0,312,0,0,0,0,1092,43.6,4,33.6,10.9,141,25,0,85,70,0,0,67,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"106","1093","Baghdad","Adhamia","Al-Hussainiya",44.33,33.58,42,7,0,0,0,0,0,0,0,0,1093,43.6,4.3,33.5,11.2,163,30,0,86,84,0,0,80,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"107","1094","Diyala","Ba'quba","Kanaan",45.05777778,33.58361111,336,56,0,0,0,0,0,0,0,0,1094,43.8,4.8,33.7,11.6,209,42,0,94,115,0,0,114,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"108","1095","Anbar","Heet","Saweeb",42.91215,33.589594,1014,169,0,0,0,228,0,0,0,0,1095,42.8,3.2,33.1,10,116,24,0,91,62,0,0,53,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
