"","Governorate","District","Place","Longitude","Latitude","PlaceID","base2","total","Master.Families","IDPs.in.Camps.or.transit.camps","School.Building","Mosques.Holly.Shrines","Abandoned.public.buildings.under.construction","Collective.centres","Informal.settlements","Military.Camps","Unknown.or.other","private.setting","communal.setting","communal.setting10","Hosted.or.Owned.Accomodation","Rented.Accomodation","Organised.site","Improvised.site","Squatted.schools","Open.air"
"638","Diyala","Ba'quba","Al A'bara",44.45,33.7,"11193","Rest of Iraq",642,107,0,0,0,0,0,0,0,0,642,0,0,642,0,0,0,0,0
"639","Diyala","Ba'quba","Mu'skar Sa'ad Village",44.6742,33.7572,"11208","Rest of Iraq",948,158,0,0,0,0,0,348,0,0,600,348,348,600,0,0,0,0,348
"640","Diyala","Ba'quba","Qaryat Said Awaid",44.54,33.56,"11322","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641","Diyala","Ba'quba","Kanaan",45.05777778,33.58361111,"11363","Rest of Iraq",336,56,0,0,0,0,0,0,0,0,336,0,0,336,0,0,0,0,0
"642","Diyala","Ba'quba","Al Rasool",44.547,33.5706,"11410","Rest of Iraq",60,10,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,0,0
"643","Diyala","Al-Khalis","Jadidat Al Shat village",44.4351,33.6919,"11425","Rest of Iraq",246,41,0,0,0,0,0,0,0,0,246,0,0,246,0,0,0,0,0
"644","Diyala","Ba'quba","Al-Hajiyah River",44.42,33.63,"11426","Rest of Iraq",450,75,0,0,0,0,0,0,0,0,450,0,0,270,180,0,0,0,0
"645","Diyala","Al-Khalis","Albu Bali",44.5391,33.8816,"11484","Rest of Iraq",90,15,0,0,0,0,0,0,0,0,90,0,0,90,0,0,0,0,0
"646","Kerbala","Kerbala","Al Hurr",43.99797,32.621557,"13737","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0
"647","Kerbala","Kerbala","Kerbala",44.02,32.59,"13744","Rest of Iraq",1584,264,0,0,1494,0,0,0,0,0,90,1494,1494,90,0,1494,0,0,0
"648","Kerbala","Al-Hindiya","Al khairat Khan Al Rub'u",44.184125,32.405844,"13770","Rest of Iraq",36,6,0,0,0,0,0,0,0,0,36,0,0,36,0,0,0,0,0
"649","Kerbala","Kerbala","Hay al-resalah",44.015556,32.567778,"14004","Rest of Iraq",156,26,0,0,156,0,0,0,0,0,0,156,126,0,0,156,0,0,0
"650","Kerbala","Kerbala","Hay Al-Wafa'a - 333",44.027222,32.568056,"14005","Rest of Iraq",126,21,0,0,96,0,0,0,0,0,30,96,96,12,18,96,0,0,0
"651","Kerbala","Kerbala","Hay Al-Naser",44.006944,32.577222,"14018","Rest of Iraq",72,12,0,0,72,0,0,0,0,0,0,72,72,0,0,72,0,0,0
"652","Kerbala","Ain Al-Tamur","Albu Hawa - 102",43.480278,32.581389,"14029","Rest of Iraq",516,86,0,0,0,0,0,0,0,0,516,0,0,114,402,0,0,0,0
"653","Kerbala","Kerbala","Al-zabeileiah",44.101111,32.584444,"14037","Rest of Iraq",144,24,0,0,144,0,0,0,0,0,0,144,144,0,0,144,0,0,0
"654","Kerbala","Ain Al-Tamur","Al-Darwashah",43.483889,32.588889,"14055","Rest of Iraq",522,87,0,0,0,0,0,0,0,0,522,0,0,138,384,0,0,0,0
"655","Kerbala","Kerbala","Hay al-tahady",44.009167,32.594167,"14067","Rest of Iraq",48,8,0,0,48,0,0,0,0,0,0,48,0,0,0,48,0,0,0
"656","Kerbala","Kerbala","Al-Shebanat",44.056111,32.598056,"14072","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"657","Kerbala","Kerbala","Hay al-baldeiah",44.024444,32.600556,"14073","Rest of Iraq",144,24,0,0,144,0,0,0,0,0,0,144,144,0,0,144,0,0,0
"658","Kerbala","Kerbala","Freihah",44.088889,32.605278,"14084","Rest of Iraq",1032,172,0,0,1032,0,0,0,0,0,0,1032,1032,0,0,1032,0,0,0
"659","Kerbala","Kerbala","Al-Abasiah Al-Sharkeiah",44.028889,32.605556,"14085","Rest of Iraq",1110,185,0,0,1110,0,0,0,0,0,0,1110,1110,0,0,1110,0,0,0
"660","Kerbala","Kerbala","Hay al-shuhada'a",44.003889,32.606944,"14089","Rest of Iraq",138,23,0,0,0,0,138,0,0,0,0,138,138,0,0,138,0,0,0
"661","Kerbala","Kerbala","Mahlat bab al-taak",44.0325,32.62,"14114","Rest of Iraq",150,25,0,0,0,0,150,0,0,0,0,150,150,0,0,150,0,0,0
"662","Kerbala","Kerbala","Mahlat bab baghdad",44.039167,32.620833,"14117","Rest of Iraq",804,134,0,0,438,0,0,0,0,0,366,438,438,0,366,438,0,0,0
"663","Kerbala","Kerbala","Hay Al-Abbas",44.48291,32.632778,"14134","Rest of Iraq",192,32,0,0,192,0,0,0,0,0,0,192,192,0,0,192,0,0,0
"664","Kerbala","Kerbala","Hay al-amein al-dakheily",43.984444,32.635556,"14138","Rest of Iraq",120,20,0,0,120,0,0,0,0,0,0,120,120,0,0,120,0,0,0
"665","Kerbala","Kerbala","Al-Swadah 1",43.988309,32.662018,"14186","Rest of Iraq",42,7,0,0,0,0,0,18,0,0,24,18,0,0,24,0,0,0,18
"666","Kerbala","Kerbala","Al-abeiteir",44.142222,32.661667,"14190","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"667","Kerbala","Kerbala","Al-Bobyat - Al Wadde",44.02638889,32.62305556,"14287","Rest of Iraq",468,78,0,0,450,0,0,0,0,0,18,450,450,0,18,450,0,0,0
"668","Kerbala","Kerbala","AL_Saadiya",44.02194444,32.61333333,"14309","Rest of Iraq",1206,201,0,0,1206,0,0,0,0,0,0,1206,1206,0,0,1206,0,0,0
"669","Kerbala","Ain Al-Tamur","Albu Hassan",43.53,32.60222222,"14313","Rest of Iraq",558,93,0,0,0,0,0,0,0,0,558,0,0,60,498,0,0,0,0
"670","Kerbala","Kerbala","Hay Al Askari",43.97166667,32.62666667,"14317","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"671","Kirkuk","Dabes","Altun Kupri Center",44.138,35.75,"14375","Rest of Iraq",2220,370,0,0,0,0,0,0,0,2220,0,0,0,0,0,0,0,0,0
"672","Kirkuk","Dabes","Bay Hasan",44.01,35.63,"14424","Rest of Iraq",540,90,0,0,0,120,0,0,0,0,420,120,120,420,0,0,120,0,0
"673","Kirkuk","Kirkuk","Yaychi - 101",44.236114,35.441255,"14464","Rest of Iraq",2280,380,0,0,300,480,0,0,0,0,1500,780,780,1500,0,300,480,0,0
"674","Kirkuk","Kirkuk","Qizil Yar",44.25,35.46,"14474","Rest of Iraq",90,15,0,0,0,0,0,0,0,0,90,0,0,90,0,0,0,0,0
"675","Kirkuk","Kirkuk","Mala Abdullah",44.1,35.46,"14644","Rest of Iraq",1380,230,0,120,0,0,0,0,0,0,1260,120,120,1260,0,0,0,120,0
"676","Kirkuk","Al-Hawiga","Ranjiya",43.67,35.4,"14661","Rest of Iraq",540,90,0,0,0,0,0,0,0,0,540,0,0,540,0,0,0,0,0
"677","Kirkuk","Al-Hawiga","Sabbaghiya",43.48,35.27,"14664","Rest of Iraq",720,120,0,0,0,0,0,0,0,0,720,0,0,720,0,0,0,0,0
"678","Kirkuk","Kirkuk","Tiseen",44.36,35.44,"14703","Rest of Iraq",6000,1000,0,0,540,600,0,0,0,1560,3300,1140,1140,1800,1500,540,600,0,0
"679","Kirkuk","Al-Hawiga","Zrariya",43.57,35.33,"14718","Rest of Iraq",720,120,0,0,0,0,0,0,0,0,720,0,0,720,0,0,0,0,0
"680","Kirkuk","Daquq","Fareeq Awa",44.43,35.13,"14786","Rest of Iraq",2100,350,0,0,300,300,0,300,0,300,900,900,900,900,0,300,300,0,300
"681","Kirkuk","Kirkuk","Al-Qadisssiya",44.421178,35.415974,"14813","Rest of Iraq",4380,730,0,0,0,780,0,0,0,1260,2340,780,780,480,1860,0,780,0,0
"682","Kirkuk","Al-Hawiga","Abu-Al-Jaise",43.84,35.29,"14836","Rest of Iraq",108,18,0,0,0,0,0,0,0,0,108,0,0,108,0,0,0,0,0
"683","Kirkuk","Daquq","Albu Mahammad",44.37,35.05,"14864","Rest of Iraq",720,120,0,0,0,0,0,0,0,420,300,0,0,300,0,0,0,0,0
"684","Kirkuk","Al-Hawiga","Shawook",43.64,35.35,"14889","Rest of Iraq",180,30,0,60,0,0,0,0,0,0,120,60,0,120,0,0,0,60,0
"685","Kirkuk","Kirkuk","Al Mansuriya Village",44.075375,35.425716,"14891","Rest of Iraq",1332,222,0,0,12,0,0,0,0,180,1140,12,0,1110,30,12,0,0,0
"686","Kirkuk","Al-Hawiga","Helwa Olia",43.73,35.45,"14934","Rest of Iraq",720,120,0,0,0,0,0,0,0,0,720,0,0,720,0,0,0,0,0
"687","Kirkuk","Kirkuk","Al Taakhi",44.35,35.44,"14984","Rest of Iraq",1740,290,0,0,0,150,0,0,0,510,1080,150,150,240,840,0,150,0,0
"688","Kirkuk","Al-Hawiga","Al-Khaldia",43.72,35.34,"14998","Rest of Iraq",180,30,0,0,0,60,0,0,0,0,120,60,0,120,0,0,60,0,0
"689","Kirkuk","Al-Hawiga","Abas-Al-Namla",43.81,35.24,"15005","Rest of Iraq",150,25,0,0,0,0,0,0,0,0,150,0,0,150,0,0,0,0,0
"690","Kirkuk","Al-Hawiga","Tariqiya",43.572417,35.246528,"15178","Rest of Iraq",120,20,0,0,0,0,0,0,0,0,120,0,0,120,0,0,0,0,0
"691","Kirkuk","Al-Hawiga","Al-riyadh center",43.915611,35.270389,"15202","Rest of Iraq",3000,500,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0
"692","Kirkuk","Al-Hawiga","Imam ismail",43.652,35.333556,"15281","Rest of Iraq",132,22,0,0,0,0,0,0,0,0,132,0,0,132,0,0,0,0,0
"693","Kirkuk","Al-Hawiga","Tal ali Village",43.95476,35.484939,"15313","Rest of Iraq",480,80,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0
"694","Kirkuk","Al-Hawiga","Ash sharea`a",43.627778,35.383917,"15346","Rest of Iraq",600,100,0,0,0,0,0,0,0,0,600,0,0,600,0,0,0,0,0
"695","Kirkuk","Al-Hawiga","Lazaga",43.692583,35.386972,"15353","Rest of Iraq",90,15,0,0,0,0,0,0,0,0,90,0,0,90,0,0,0,0,0
"696","Kirkuk","Al-Hawiga","Hilwa lower",43.737611,35.457056,"15408","Rest of Iraq",900,150,0,0,0,0,0,0,0,0,900,0,0,900,0,0,0,0,0
"697","Kirkuk","Al-Hawiga","Hilwa middle",43.749083,35.474806,"15416","Rest of Iraq",1500,250,0,0,0,300,0,0,0,300,900,300,300,900,0,0,300,0,0
"698","Kirkuk","Kirkuk","Al-sakhra",44.103361,35.482361,"15419","Rest of Iraq",720,120,0,0,0,0,0,0,0,0,720,0,0,720,0,0,0,0,0
"699","Kirkuk","Kirkuk","Amal al shaabi",44.333194,35.503444,"15433","Rest of Iraq",1872,312,0,0,0,390,0,150,0,570,762,540,540,522,240,0,390,0,150
"700","Kirkuk","Kirkuk","Bajwan",44.282111,35.539778,"15449","Rest of Iraq",2100,350,0,120,0,540,0,0,0,0,1440,660,660,1440,0,0,540,120,0
"701","Kirkuk","Kirkuk","Hay Al-Urooba",44.3991,35.4594,"15550","Rest of Iraq",6360,1060,0,600,0,1710,0,600,0,990,2460,2910,2910,1020,1440,0,1710,600,600
"702","Kirkuk","Al-Hawiga","Hay Al-askary 1",43.78043,35.327747,"15554","Rest of Iraq",300,50,0,0,0,0,0,0,0,0,300,0,0,300,0,0,0,0,0
"703","Kirkuk","Kirkuk","Hay Al-Khadra'a",44.355305,35.435736,"15578","Rest of Iraq",3420,570,0,180,300,780,0,300,0,540,1320,1560,1560,420,900,300,780,180,300
"704","Kirkuk","Kirkuk","Hay Ghurnata",44.43861111,35.42694444,"15584","Rest of Iraq",150,25,0,0,0,0,0,0,0,0,150,0,0,0,150,0,0,0,0
"705","Kirkuk","Al-Hawiga","Al Askary",43.76444444,35.31722222,"15594","Rest of Iraq",2400,400,0,0,0,0,0,0,0,1500,900,0,0,900,0,0,0,0,0
"706","Kirkuk","Al-Hawiga","8 Shabahit",43.76166667,35.31416667,"15614","Rest of Iraq",1200,200,0,0,0,0,0,0,0,0,1200,0,0,1200,0,0,0,0,0
"707","Kirkuk","Kirkuk","Hay Al-Nedaa",44.379084,35.39236,"15639","Rest of Iraq",1770,295,0,0,0,360,0,0,0,0,1410,360,360,810,600,0,360,0,0
"708","Kirkuk","Kirkuk","Hay Al-Sinay",44.57666667,35.77583333,"15658","Rest of Iraq",480,80,0,0,0,360,0,120,0,0,0,480,480,0,0,0,360,0,120
"709","Kirkuk","Dabes","Hay Al-Shuhada'a",44.067294,35.670492,"15674","Rest of Iraq",540,90,0,0,0,240,0,0,0,0,300,240,240,300,0,0,240,0,0
"710","Kirkuk","Kirkuk","Hay Rasheed (Domiz)",44.33256,35.371777,"15679","Rest of Iraq",4200,700,0,0,0,840,0,0,0,1140,2220,840,840,1080,1140,0,840,0,0
"711","Kirkuk","Al-Hawiga","Hay Al-Zuhoor",43.912829,35.275213,"15690","Rest of Iraq",3000,500,0,0,0,1200,0,0,0,300,1500,1200,1200,1500,0,0,1200,0,0
"712","Kirkuk","Kirkuk","Hay Musalla",44.39857,35.462983,"15694","Rest of Iraq",660,110,0,0,0,0,0,0,0,120,540,0,0,0,540,0,0,0,0
"713","Missan","Qal'at Saleh","Hay Al Husayniyah",47.289579,31.52647,"15777","Rest of Iraq",48,8,0,0,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0
"714","Missan","Ali Al-Gharbi","Najadiya",46.68,32.46,"15808","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0
"715","Missan","Amara","Hay Al Rabee'",47,31.81,"15986","Rest of Iraq",18,3,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0
"716","Missan","Amara","Hay Al Rasool",47,31.81,"15991","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,18,12,0,0,0,0
"717","Missan","Al-Mejar Al-Kabir","Hay Al-Hussain",47.174095,31.582057,"15997","Rest of Iraq",36,6,0,0,0,0,0,0,0,0,36,0,0,24,12,0,0,0,0
"718","Missan","Qal'at Saleh","Al Kasarah Village",47.453889,31.350556,"16014","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"719","Missan","Qal'at Saleh","Al-haydariyah",47.373889,31.485278,"16103","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"720","Missan","Qal'at Saleh","Hay Al-Uroba",47.295556,31.511389,"16136","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0
"721","Missan","Al-Maimouna","Hay al markaz",46.987778,31.532778,"16156","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0
"722","Missan","Al-Maimouna","Al turkiyah",46.971667,31.542222,"16170","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"723","Missan","Qal'at Saleh","Hay al-karamah",47.32,31.550833,"16180","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"724","Missan","Al-Mejar Al-Kabir","Hay al saray",47.173333,31.575556,"16186","Rest of Iraq",54,9,0,0,0,0,0,0,0,0,54,0,0,36,18,0,0,0,0
"725","Missan","Al-Mejar Al-Kabir","Hay alyarmouk",47.166944,31.583333,"16198","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0
"726","Missan","Al-Mejar Al-Kabir","Hay al ikhlas",47.161944,31.567222,"16207","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,12,6,0,0,0,0
"727","Missan","Al-Mejar Al-Kabir","Hay al-sina'ah",47.158333,31.569167,"16210","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0
"728","Missan","Al-Mejar Al-Kabir","Hay al badrawi",47.168333,31.573056,"16214","Rest of Iraq",84,14,0,66,0,0,0,0,0,0,18,66,66,12,6,0,0,66,0
"729","Missan","Al-Kahla","Hay Al Nahdha",47.3125,31.6575,"16292","Rest of Iraq",24,4,0,0,0,0,0,0,0,0,24,0,0,12,12,0,0,0,0
"730","Missan","Al-Kahla","Al saray",47.289167,31.669722,"16319","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0
"731","Missan","Al-Kahla","Al-sa'fah",47.288889,31.676111,"16335","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"732","Missan","Amara","Hay al-yarmok",47.156944,31.786667,"16457","Rest of Iraq",24,4,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0
"733","Missan","Amara","Hay al -wehdah",47.138333,31.816667,"16473","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,30,12,0,0,0,0
"734","Missan","Amara","Hay al -qaherah",47.149722,31.826667,"16487","Rest of Iraq",120,20,0,114,0,0,0,0,0,0,6,114,114,6,0,0,0,114,0
"735","Missan","Amara","Hay aleskan",47.147778,31.831389,"16497","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0
"736","Missan","Amara","Hay al moa'alimen al-qadem",47.141111,31.832222,"16499","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,6,6,0,0,0,0
"737","Missan","Amara","Hay al jidedah",47.151944,31.841389,"16505","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,24,18,0,0,0,0
"738","Missan","Amara","Hay al-jame'ah",47.169722,31.815556,"16520","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"739","Missan","Amara","Hay Al-hussan Al-qadem",47.156111,31.842222,"16532","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,30,12,0,0,0,0
"740","Missan","Amara","Hay al-hussain al-jaded",47.166389,31.8475,"16552","Rest of Iraq",54,9,0,0,0,0,0,0,0,0,54,0,0,30,24,0,0,0,0
"741","Missan","Amara","Hay al karamah",47.158333,31.859167,"16568","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,36,6,0,0,0,0
"742","Missan","Amara","Hay al-shuhada'a",47.127222,31.875278,"16593","Rest of Iraq",96,16,0,24,0,0,0,0,0,66,6,24,0,0,6,0,0,24,0
"743","Missan","Amara","Nahar saad",46.938611,31.952778,"16616","Rest of Iraq",36,6,0,0,0,0,0,0,0,0,36,0,0,24,12,0,0,0,0
"744","Missan","Ali Al-Gharbi","Hay al-qala'h",46.688333,32.460278,"16772","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0
"745","Missan","Ali Al-Gharbi","Al-fakhriyah",46.6875,32.463056,"16773","Rest of Iraq",24,4,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0
"746","Missan","Ali Al-Gharbi","Hay al-zahra'a",46.693056,32.468333,"16779","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0
"747","Missan","Amara","Hay Al-Mahmoudia",47.133388,31.833583,"16807","Rest of Iraq",84,14,0,0,0,0,0,0,0,24,60,0,0,30,30,0,0,0,0
"748","Missan","Amara","Hay Al-Hasan Al-Askry",47.172467,31.828985,"16808","Rest of Iraq",60,10,0,0,0,0,0,0,0,0,60,0,0,42,18,0,0,0,0
"749","Missan","Amara","Hay Al-Risala",47.133583,31.81675,"16809","Rest of Iraq",78,13,0,48,0,0,0,0,0,0,30,48,0,24,6,0,0,48,0
"750","Missan","Amara","Hay Nahawnd",47.133472,31.850027,"16813","Rest of Iraq",108,18,0,78,0,0,0,0,0,0,30,78,78,18,12,0,0,78,0
"751","Missan","Amara","Hay Sayed Ashur",47.166722,31.833444,"16814","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0
"752","Missan","Amara","Hay Al-Ghader",47.150083,31.850055,"16816","Rest of Iraq",180,30,0,0,0,0,0,0,0,0,180,0,0,132,48,0,0,0,0
"753","Missan","Amara","Hay Al-Sadiq",47.166916,31.850027,"16817","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,24,6,0,0,0,0
"754","Missan","Amara","Hay Al-Fattmia",47.116888,31.850027,"16824","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,12,6,0,0,0,0
"755","Missan","Amara","Hay Al-Ameer",47.116694,31.816722,"16825","Rest of Iraq",66,11,0,0,0,0,0,0,0,0,66,0,0,42,24,0,0,0,0
"756","Missan","Amara","Hay Al-Amen",47.133583,31.816888,"16830","Rest of Iraq",84,14,0,18,0,0,0,0,0,60,6,18,0,6,0,0,0,18,0
"757","Missan","Ali Al-Gharbi","Hay Al-Mua'lmin",46.733388,32.116888,"16833","Rest of Iraq",24,4,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0
"758","Missan","Ali Al-Gharbi","Hay Ramadhan",46.734077,32.124045,"16834","Rest of Iraq",72,12,0,0,0,0,0,0,0,0,72,0,0,66,6,0,0,0,0
"759","Missan","Amara","Hay 15 Saha'ban",47.133583,31.833583,"16835","Rest of Iraq",108,18,0,0,0,0,0,0,0,24,84,0,0,54,30,0,0,0,0
"760","Missan","Amara","Hay Al-Khadhra'a",47.116722,31.833555,"16836","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0
"761","Missan","Amara","Hay Al-Zahra'a",47.150194,31.866722,"16838","Rest of Iraq",600,100,0,456,0,0,0,0,0,108,36,456,408,24,12,0,0,456,0
"762","Missan","Amara","Hay Awasha",47.150194,31.816666,"16844","Rest of Iraq",216,36,0,0,0,0,0,0,0,30,186,0,0,150,36,0,0,0,0
"763","Missan","Amara","Hay Al-Nafot",47.15,31.816861,"16845","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,12,6,0,0,0,0
"764","Missan","Amara","Hay Al-Amil",47.166777,31.816722,"16846","Rest of Iraq",24,4,0,0,0,0,0,0,0,0,24,0,0,12,12,0,0,0,0
"765","Missan","Amara","Hay Dijlah - Al Kumayt",46.878883,32.035243,"16847","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"766","Missan","Amara","Hay Al-Shahedain",47.116666,31.833444,"16848","Rest of Iraq",54,9,0,0,0,0,0,0,0,0,54,0,0,42,12,0,0,0,0
"767","Missan","Amara","Hay Al-Montadhar",47.116888,31.81675,"16850","Rest of Iraq",66,11,0,0,0,0,0,0,0,0,66,0,0,54,12,0,0,0,0
"768","Missan","Amara","Hay Al-Rafidain",47.150083,31.833527,"16851","Rest of Iraq",60,10,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,0,0
"769","Missan","Amara","Hay Al Urooba",47.15388889,31.85361111,"16859","Rest of Iraq",396,66,0,390,0,0,0,0,0,0,6,390,390,6,0,0,0,390,0
"770","Missan","Amara","Hay Dijlah",47.17527778,31.83972222,"16860","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0
"771","Missan","Amara","Hay Al-Sadir",47.43527778,31.81805556,"16862","Rest of Iraq",24,4,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0
"772","Missan","Al-Mejar Al-Kabir","Hay Al-Hasan Al-Askarey",47.15916667,31.58638889,"16864","Rest of Iraq",54,9,0,0,0,0,0,0,0,0,54,0,0,54,0,0,0,0,0
"773","Missan","Al-Mejar Al-Kabir","Hay Al-Mahdi",47.16972222,31.58694444,"16865","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0
"774","Missan","Al-Mejar Al-Kabir","Hay Al-Hadi",47.17555556,31.58944444,"16868","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,12,6,0,0,0,0
"775","Missan","Al-Mejar Al-Kabir","Hay Al Qudis",47.18,31.57722222,"16870","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,36,6,0,0,0,0
"776","Missan","Al-Mejar Al-Kabir","Hay Al Zahra",47.16,31.58361111,"16871","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,0
"777","Missan","Al-Mejar Al-Kabir","Hay Al Adil - Hay Al Mustafa",47.11194444,31.49083333,"16874","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0
"778","Missan","Ali Al-Gharbi","Hay Al Batool",46.69722222,32.47222222,"16881","Rest of Iraq",48,8,0,0,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0
"779","Missan","Ali Al-Gharbi","Hay Al Sadir",46.68138889,32.47055556,"16883","Rest of Iraq",24,4,0,0,0,0,0,0,0,0,24,0,0,6,18,0,0,0,0
"780","Missan","Amara","Hay Al Hussain",46.87666667,32.03527778,"16889","Rest of Iraq",150,25,0,138,0,0,0,0,0,0,12,138,138,12,0,0,0,138,0
"781","Missan","Al-Maimouna","Hay Al-Hadi",46.97166667,31.67694444,"16890","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"782","Ninewa","Tilkaif","Bahindawa",43.03,36.73,"17077","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"783","Ninewa","Al-Hamdaniya","Al Hamdaniyah",43.37,36.27,"17129","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"784","Ninewa","Sinjar","Sinjar",41.86,36.31,"17130","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"785","Ninewa","Tilkaif","Alqosh",43.09,36.73,"17134","Rest of Iraq",240,40,0,0,240,0,0,0,0,0,0,240,240,0,0,240,0,0,0
"786","Ninewa","Al-Hamdaniya","Shanif",43.5,36.13,"17368","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787","Ninewa","Al-Hamdaniya","Manarat Shabak",43.33,36.31,"17373","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"788","Ninewa","Telafar","Ashiq",42.66,36.44,"17433","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"789","Ninewa","Mosul","Mosul Jadida",43.1,36.31,"17471","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,6,24,0,0,0,0
"790","Ninewa","Tilkaif","Barima",43.21,36.53,"17545","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"791","Ninewa","Telafar","Zummar",42.63,36.76,"17559","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"792","Ninewa","Tilkaif","Beban",43.15,36.69,"17569","Rest of Iraq",780,130,0,0,0,600,0,180,0,0,0,780,780,0,0,0,600,0,180
"793","Ninewa","Tilkaif","Bozan",43.13,36.73,"17570","Rest of Iraq",600,100,0,0,0,600,0,0,0,0,0,600,600,0,0,0,600,0,0
"794","Ninewa","Tilkaif","Batnay",43.12,36.53,"17571","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"795","Ninewa","Telafar","Rabea' Area",42.093737,36.806651,"17649","Rest of Iraq",618,103,0,0,0,0,0,0,0,0,618,0,0,600,18,0,0,0,0
